Country Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Oman,27100,29870,31510,32240,32120,32530,42440,46220,45550,48440,52480,58730,65340,68280,72070
Other small states,161990,170730,179000,183230,192830,213920,226910,234960,250300,243230,265570,279800,279010,277370,280960
Pakistan,228010,231230,237640,245480,262420,270700,290100,306860,309840,320200,314470,323170,326970,337420,351040
Panama,10230,11630,10930,11140,11250,12930,13470,13500,13630,15220,15880,16970,17680,18030,18630
Peru,62310,60500,62460,62290,66670,67840,67810,71710,76510,80650,84650,88120,88380,89840,93240
Philippines,142340,141890,143550,146690,150440,151720,144810,150350,153560,155570,161170,163300,168460,179820,187640
Palau,230,230,230,230,250,280,270,260,230,220,230,240,240,240,250
Papua New Guinea,13790,14310,14570,14880,15790,15270,15230,15370,15040,15370,15390,16390,17120,18350,20040
Poland,372230,372090,364320,376240,380590,382220,396050,396050,389770,373950,391920,387760,380780,375430,362360
Pre-demographic dividend,1080630,1101380,1142300,1190470,1218550,1291540,1285640,1326420,1371060,1393890,1468750,1531940,1597010,1658570,1707370
Puerto Rico,,,,,,,,,,,,,,,
"Korea, Dem. People's Rep.",89640,92750,89950,91250,92570,95620,97820,85340,93390,76800,73940,59670,61410,50830,54550
Portugal,78790,78130,82990,78000,80000,82990,77800,76400,74150,73270,67990,67110,65410,63700,63320
Paraguay,30890,33040,32480,34760,32920,33920,34380,36810,36010,38070,40660,41900,43280,44800,46870
West Bank and Gaza,,,,,,,,,,,,,,,
Pacific island small states,4610,4920,4800,5000,5530,5460,5520,5510,5160,5170,5390,5460,5490,5730,6050
Post-demographic dividend,14973040,14975630,14825910,14947840,15060960,14987220,14897700,15025960,14635430,13795600,14240240,14080690,13847150,13826310,13605880
French Polynesia,,,,,,,,,,,,,,,
Qatar,24230,26170,30500,32040,35260,44810,49050,55950,60670,63190,68840,72840,80860,82700,88940
Romania,134090,140760,137660,143500,140590,138990,140420,136640,134600,117960,114860,119570,116870,107300,106410
Russian Federation,2194340,2220860,2241450,2317610,2362470,2373120,2445030,2456090,2484910,2339900,2454000,2546200,2566170,2529020,2521740
Rwanda,3890,4050,4160,4190,4140,4070,4340,4550,4740,4860,5110,5040,5200,5360,5400
South Asia,2126400,2156730,2192690,2249550,2354550,2446200,2568980,2737630,2857140,3020980,3145000,3285230,3447020,3529770,3736100
Saudi Arabia,291540,297910,318250,331540,349930,366490,389510,412590,450110,470780,514560,534210,568100,585810,629390
Sudan,77600,73560,78860,81290,83720,88340,88220,93130,94260,96450,94810,94530,99320,99640,100830
Senegal,19670,19510,19030,18410,20570,21340,21740,21910,22850,23270,24410,25490,25120,26500,27140
Singapore,55300,55000,54120,51020,52450,49740,50190,51450,51750,52300,56040,59100,58710,59620,60830
