Country Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Virgin Islands (U.S.),,,,,,,,,,,,,,,
Vietnam,86.61010742,,,,,,,,,91.37908936,,,,,
Vanuatu,,,,,76.19999695,,,,,,,,,,83.19999695
World,75.34387207,75.79277039,76.22312164,76.81378174,77.29447937,77.14740753,77.81728363,78.11154938,78.66420746,79.07054901,79.80432892,80.24646759,80.69907379,80.93791199,81.52600861
Samoa,,,,,,,,,,,,99.06952667,,,
Kosovo,,,,,,,,,,,,,,,
"Yemen, Rep.",,,,,35,,,,,,,,,,
South Africa,,,,,,,,87.04309845,,91.76815796,91.71398926,92.04788971,92.58625031,,93.07305908
Zambia,,,61.83927917,,,,,51.78696823,,,77.74664307,,,,
Zimbabwe,,,,,,,,,,,,80.06565857,,,88.28382874
